1;62;Gesetz;Dafür/Dagegen;1;5;"15.11.2018 18:12:31",
10;38;Änderungsvorschlag;Fairness;1;1;"16.11.2018 13:03:43",
100;42;Gesetz;Fairness;0;156;"28.11.2018 09:11:13",
1000;91;Gesetz;Verständlichkeit;1;136;"12.01.2019 15:13:44",
1001;91;Gesetz;Fairness;1;137;"12.01.2019 15:20:41",
1002;91;Gesetz;Dafür/Dagegen;1;137;"12.01.2019 15:20:41",
1004;90;Gesetz;Dafür/Dagegen;1;116;"12.01.2019 16:34:49",
1005;90;Gesetz;Verständlichkeit;1;116;"12.01.2019 16:34:56",
1006;90;Gesetz;Fairness;0;116;"12.01.2019 16:34:59",
1007;90;Gesetz;Fairness;1;41;"12.01.2019 16:37:42",
1008;90;Gesetz;Dafür/Dagegen;1;41;"12.01.2019 16:37:42",
1009;90;Gesetz;Verständlichkeit;1;41;"12.01.2019 16:37:42",
1010;94;Gesetz;Fairness;1;164;"15.01.2019 12:57:01",
1011;94;Gesetz;Fairness;1;77;"15.01.2019 13:00:48",
1013;94;Gesetz;Fairness;0;115;"15.01.2019 13:02:50",
1014;94;Änderungsvorschlag;Fairness;0;22;"15.01.2019 20:08:43",
1016;94;Gesetz;Dafür/Dagegen;1;76;"15.01.2019 20:13:22",
1017;94;Gesetz;Verständlichkeit;1;76;"15.01.2019 20:13:23",
1018;93;Gesetz;Fairness;-1;5;"17.01.2019 17:19:27",
1019;93;Gesetz;Fairness;1;6;"17.01.2019 17:23:46",
102;74;Gesetz;Fairness;1;48;"28.11.2018 20:08:08",
1020;93;Gesetz;Verständlichkeit;1;6;"17.01.2019 17:23:53",
1021;93;Gesetz;Fairness;1;7;"17.01.2019 17:37:03",
1022;93;Gesetz;Dafür/Dagegen;1;7;"17.01.2019 17:37:05",
1023;93;Gesetz;Verständlichkeit;1;7;"17.01.2019 17:37:08",
1024;93;Gesetz;Fairness;0;10;"17.01.2019 18:16:27",
1025;93;Gesetz;Dafür/Dagegen;-1;10;"17.01.2019 18:16:29",
1026;93;Gesetz;Verständlichkeit;-1;10;"17.01.2019 18:16:35",
1027;93;Gesetz;Fairness;-1;69;"17.01.2019 18:35:09",
1028;93;Gesetz;Dafür/Dagegen;0;69;"17.01.2019 18:35:20",
1029;93;Gesetz;Verständlichkeit;0;69;"17.01.2019 18:35:21",
103;74;Gesetz;Fairness;1;45;"28.11.2018 20:08:52",
1030;91;Gesetz;Fairness;1;138;"17.01.2019 20:50:39",
1031;91;Gesetz;Dafür/Dagegen;1;138;"17.01.2019 20:50:39",
1032;91;Gesetz;Verständlichkeit;1;138;"17.01.2019 20:50:39",
1033;91;Gesetz;Fairness;1;127;"17.01.2019 20:50:42",
1034;91;Gesetz;Dafür/Dagegen;1;127;"17.01.2019 20:50:42",
1035;91;Gesetz;Verständlichkeit;1;127;"17.01.2019 20:50:42",
1036;91;Gesetz;Fairness;1;140;"17.01.2019 20:50:46",
1037;91;Gesetz;Dafür/Dagegen;1;140;"17.01.2019 20:50:46",
1038;91;Gesetz;Verständlichkeit;1;140;"17.01.2019 20:50:47",
1039;91;Gesetz;Fairness;0;128;"17.01.2019 20:50:54",
104;81;Gesetz;Fairness;1;1;"05.12.2018 20:50:20",
1040;91;Gesetz;Dafür/Dagegen;0;128;"17.01.2019 20:50:55",
1041;91;Gesetz;Verständlichkeit;0;128;"17.01.2019 20:50:56",
1042;91;Gesetz;Fairness;1;139;"17.01.2019 20:51:14",
1043;91;Gesetz;Dafür/Dagegen;1;139;"17.01.2019 20:51:14",
1044;91;Gesetz;Verständlichkeit;1;139;"17.01.2019 20:51:14",
1045;91;Gesetz;Fairness;1;126;"17.01.2019 20:51:24",
1046;91;Gesetz;Dafür/Dagegen;1;126;"17.01.2019 20:51:24",
1047;91;Gesetz;Verständlichkeit;1;126;"17.01.2019 20:51:25",
1048;91;Gesetz;Fairness;1;124;"17.01.2019 20:51:49",
1049;91;Gesetz;Dafür/Dagegen;1;124;"17.01.2019 20:51:49",
105;81;Gesetz;Dafür/Dagegen;1;1;"05.12.2018 20:50:21",
1050;91;Gesetz;Verständlichkeit;1;124;"17.01.2019 20:51:49",
1051;91;Gesetz;Fairness;1;122;"17.01.2019 20:52:05",
1052;91;Gesetz;Verständlichkeit;1;122;"17.01.2019 20:52:05",
1053;91;Gesetz;Dafür/Dagegen;1;122;"17.01.2019 20:52:06",
1054;91;Gesetz;Fairness;1;120;"17.01.2019 20:52:46",
1055;91;Gesetz;Dafür/Dagegen;1;120;"17.01.2019 20:52:46",
1056;91;Gesetz;Verständlichkeit;1;120;"17.01.2019 20:52:47",
1057;91;Gesetz;Fairness;1;118;"17.01.2019 20:53:02",
1058;91;Gesetz;Dafür/Dagegen;1;118;"17.01.2019 20:53:02",
1059;91;Gesetz;Verständlichkeit;1;118;"17.01.2019 20:53:03",
106;81;Gesetz;Verständlichkeit;1;1;"05.12.2018 20:50:22",
1060;91;Gesetz;Fairness;1;116;"17.01.2019 20:53:14",
1061;91;Gesetz;Verständlichkeit;1;116;"17.01.2019 20:53:14",
1062;91;Gesetz;Dafür/Dagegen;1;116;"17.01.2019 20:53:15",
1063;91;Gesetz;Fairness;1;113;"17.01.2019 20:53:18",
1064;91;Gesetz;Dafür/Dagegen;1;113;"17.01.2019 20:53:18",
1065;91;Gesetz;Verständlichkeit;1;113;"17.01.2019 20:53:19",
1066;91;Gesetz;Fairness;1;111;"17.01.2019 20:53:24",
1067;91;Gesetz;Dafür/Dagegen;1;111;"17.01.2019 20:53:24",
1068;91;Gesetz;Verständlichkeit;1;111;"17.01.2019 20:53:24",
1069;91;Gesetz;Fairness;1;108;"17.01.2019 20:53:29",
107;81;Gesetz;Fairness;1;2;"05.12.2018 20:53:07",
1070;91;Gesetz;Dafür/Dagegen;1;108;"17.01.2019 20:53:30",
1071;91;Gesetz;Verständlichkeit;1;108;"17.01.2019 20:53:30",
1072;91;Gesetz;Fairness;1;141;"17.01.2019 20:53:42",
1073;91;Gesetz;Verständlichkeit;1;141;"17.01.2019 20:53:42",
1074;91;Gesetz;Dafür/Dagegen;1;141;"17.01.2019 20:53:43",
1075;91;Gesetz;Fairness;0;142;"17.01.2019 20:53:46",
1076;91;Gesetz;Dafür/Dagegen;0;142;"17.01.2019 20:53:46",
1077;91;Gesetz;Verständlichkeit;0;142;"17.01.2019 20:53:46",
1078;91;Gesetz;Fairness;1;105;"17.01.2019 20:54:12",
1079;91;Gesetz;Dafür/Dagegen;1;105;"17.01.2019 20:54:13",
108;81;Gesetz;Dafür/Dagegen;1;2;"05.12.2018 20:53:11",
1080;91;Gesetz;Verständlichkeit;1;105;"17.01.2019 20:54:13",
1081;91;Gesetz;Fairness;1;100;"17.01.2019 20:54:39",
1082;91;Gesetz;Dafür/Dagegen;-1;100;"17.01.2019 20:54:39",
1083;91;Gesetz;Verständlichkeit;-1;100;"17.01.2019 20:54:40",
1084;91;Gesetz;Fairness;1;143;"17.01.2019 20:59:37",
1085;91;Gesetz;Dafür/Dagegen;-1;143;"17.01.2019 20:59:37",
1086;91;Gesetz;Verständlichkeit;-1;143;"17.01.2019 20:59:37",
1087;91;Gesetz;Fairness;1;99;"17.01.2019 21:00:32",
1088;91;Gesetz;Dafür/Dagegen;-1;99;"17.01.2019 21:00:33",
1089;91;Gesetz;Verständlichkeit;-1;99;"17.01.2019 21:00:33",
109;81;Gesetz;Verständlichkeit;1;2;"05.12.2018 20:53:12",
1090;91;Gesetz;Fairness;1;98;"17.01.2019 21:00:38",
1091;91;Gesetz;Dafür/Dagegen;0;98;"17.01.2019 21:00:47",
1092;91;Gesetz;Verständlichkeit;0;98;"17.01.2019 21:00:47",
1093;91;Gesetz;Fairness;1;97;"17.01.2019 21:01:09",
1094;91;Gesetz;Dafür/Dagegen;-1;97;"17.01.2019 21:01:09",
1095;91;Gesetz;Verständlichkeit;-1;97;"17.01.2019 21:01:10",
1097;91;Gesetz;Fairness;-1;96;"17.01.2019 21:03:58",
1098;91;Gesetz;Dafür/Dagegen;0;96;"17.01.2019 21:03:59",
1099;91;Gesetz;Verständlichkeit;0;96;"17.01.2019 21:03:59",
11;38;Änderungsvorschlag;Dafür/Dagegen;0;1;"16.11.2018 13:03:47",
110;81;Gesetz;Fairness;1;3;"05.12.2018 20:56:09",
1100;91;Gesetz;Fairness;0;95;"17.01.2019 21:04:13",
1101;91;Gesetz;Dafür/Dagegen;0;95;"17.01.2019 21:04:13",
1102;91;Gesetz;Verständlichkeit;0;95;"17.01.2019 21:04:13",
1103;91;Gesetz;Fairness;0;94;"17.01.2019 21:04:36",
1104;91;Gesetz;Dafür/Dagegen;0;94;"17.01.2019 21:04:36",
1105;91;Gesetz;Verständlichkeit;0;94;"17.01.2019 21:04:36",
1106;91;Gesetz;Fairness;0;93;"17.01.2019 21:04:48",
